SampleGeneratedData,,,,,,,,,,,,,,,,,
SerialNumber,Test Pass/Fail Status,errCode,TesterID,timeStamp,SOCKET,Vf_LED0_10mA_V,Vf_LED0_20mA_V,Vf_LED1_20mA_V,Vf_LED2_20mA_V,LED0_Ir_20mA_nA,Vj_LED0_20mA_V,NearFieldTest_LED0_5mA_nA,NearFieldTest_LED0_20mA_nA,NearFieldTest_LED1_20mA_nA,NearFieldTest_LED2_Near_20mA_nA,FarFieldTest_LED1_20mA_nA,FarFieldTest_LED2_20mA_nA
5N1GKAP92W6E20304,PASS,0,D4,664018207.8,D4,0.5759,0.9076,1.2112,0.4382,-0.058,0.7783,57.3052,143.0712,281.4157,171.0524,191.5357,106.8901
5N1GKAP92W6E20304,PASS,0,D4,664018293.5,D4,0.5759,0.9078,1.2079,0.4382,-0.0583,0.7775,57.0079,142.764,282.3177,170.2354,191.4743,107.2472
A242W194KA60G5N3P,PASS,0,D4,664019364.8,D4,0.5759,0.9092,1.2148,0.4382,-0.0326,0.7781,57.4604,146.8158,293.2917,176.3469,196.3643,110.6045
A242W194KA60G5N3P,PASS,0,D4,664019451.2,D4,0.5758,0.9068,1.2103,0.4382,-0.0519,0.7779,57.8074,146.9222,293.0412,176.2483,196.1923,110.5794
A242W194KA60G5N3P,PASS,0,D4,664019106.9,D4,0.5759,0.9071,1.2092,0.4383,-0.0615,0.7809,58.1924,147.5596,293.1664,176.6829,196.2906,110.7298
A242W194KA60G5N3P,PASS,0,D4,664019193.4,D4,0.5759,0.9091,1.2184,0.4382,-0.0545,0.7795,57.9588,146.6991,293.0412,176.1289,196.6101,110.5419
A242W194KA60G5N3P,PASS,0,D4,664019278.9,D4,0.5759,0.9067,1.2114,0.4382,-0.0408,0.7789,56.989,146.0539,293.2917,175.6544,196.4749,110.4918
5GAK2P4XV0132N69G,PASS,0,D4,664019746.3,D4,0.5763,0.9074,1.2149,0.4382,-0.0304,0.7773,58.9888,150.0039,291.6882,180.9084,195.4305,110.0721
5GAK2P4XV0132N69G,PASS,0,D4,664019832.8,D4,0.5761,0.9069,1.2172,0.4381,-0.0569,0.7789,58.9751,150.1098,291.3876,180.2202,195.2831,109.9719
5GAK2P4XV0132N69G,PASS,0,D4,664019919.7,D4,0.5761,0.9071,1.2175,0.4381,-0.0544,0.7795,59.2207,150.0539,291.7634,181.1688,195.2094,110.0909
5GAK2P4XV0132N69G,PASS,0,D4,664020005.8,D4,0.5761,0.9075,1.2188,0.4381,-0.0383,0.7782,59.002,149.8562,291.6632,180.7339,195.2831,110.0408
5GAK2P4XV0132N69G,PASS,0,D4,664020091.7,D4,0.5761,0.9071,1.2169,0.4381,-0.0508,0.7784,58.7534,150.305,291.3625,180.2324,195.3077,110.0282
K02P3G699562YB1N4,PASS,0,D4,664020643.2,D4,0.5766,0.9232,1.2176,0.4386,-0.0662,0.7781,58.8161,148.1561,289.0575,178.1587,194.3125,109.1325
K02P3G699562YB1N4,PASS,0,D4,664020729.9,D4,0.5764,0.9232,1.2146,0.4385,-0.0744,0.7781,59.1267,148.3054,289.1326,179.7775,194.7056,109.2515
K02P3G699562YB1N4,PASS,0,D4,664020816.9,D4,0.5763,0.9228,1.2181,0.4385,-0.0239,0.779,60.3996,148.3948,288.6816,177.8438,195.9589,109.1701
K02P3G699562YB1N4,PASS,0,D4,664020902.3,D4,0.5763,0.9228,1.2111,0.4385,-0.0442,0.7783,58.9178,148.7309,288.5313,177.3211,194.4845,109.2265
K02P3G699562YB1N4,PASS,0,D4,664020988.8,D4,0.5763,0.9229,1.2168,0.4385,-0.0488,0.7773,58.5596,148.0221,288.5313,177.2474,194.1282,109.2578
P4GW63AN1502WK29J,PASS,0,D7,664014349.1,D7,0.578,0.911,1.2059,0.4407,-0.0185,0.7787,59.9032,145.2666,276.1949,171.7827,195.294,107.2301
P4GW63AN1502WK29J,PASS,0,D7,664014435.9,D7,0.5778,0.9111,1.2054,0.4407,-0.025,0.7811,59.9351,145.5939,276.07,171.403,195.4901,107.2676
P4GW63AN1502WK29J,PASS,0,D7,664014521.8,D7,0.5778,0.9109,1.2055,0.4407,-0.0467,0.7781,59.7469,145.3373,275.9701,171.4646,195.3308,107.2051
P4GW63AN1502WK29J,PASS,0,D7,664014607.9,D7,0.5778,0.9108,1.2055,0.4406,-0.0275,0.7809,59.8643,145.6084,275.8452,171.4208,195.294,107.2238
P4GW63AN1502WK29J,PASS,0,D7,664014694.3,D7,0.5778,0.9109,1.2051,0.4406,-0.0504,0.7772,59.9498,145.5081,276.145,171.1575,195.343,107.2114
5N1GKAP92W6E20304,PASS,0,D7,664015250.4,D7,0.5763,0.9109,1.2058,0.4388,-0.0322,0.7795,59.1241,143.7242,269.949,166.2583,196.4091,105.9372
5N1GKAP92W6E20304,PASS,0,D7,664015336.6,D7,0.576,0.9107,1.2052,0.4387,-0.015,0.7792,59.2185,143.1464,269.6742,166.6676,193.848,105.906
5N1GKAP92W6E20304,PASS,0,D7,664015424.2,D7,0.576,0.9106,1.2054,0.4386,-0.0087,0.7798,59.2407,143.1689,269.7741,166.588,194.0196,105.7061
5N1GKAP92W6E20304,PASS,0,D7,664015511,D7,0.5759,0.9106,1.2052,0.4386,-0.0292,0.7779,59.313,143.0503,269.6992,166.6377,193.9093,105.7436
5N1GKAP92W6E20304,PASS,0,D7,664015596.3,D7,0.5759,0.9107,1.2053,0.4386,-0.0427,0.7786,59.1896,143.1347,269.7741,166.6006,193.7867,105.6124
A242W194KA60G5N3P,PASS,0,D7,664016151,D7,0.5762,0.9101,1.2051,0.4388,-0.0227,0.7779,60.1376,146.3275,280.3422,172.514,198.8845,109.1039
A242W194KA60G5N3P,PASS,0,D7,664016237.6,D7,0.5759,0.91,1.2049,0.4387,-0.0299,0.7793,60.6344,146.3535,280.5921,172.4716,199.3746,109.4162
A242W194KA60G5N3P,PASS,0,D7,664016324.5,D7,0.5759,0.9101,1.2048,0.4386,-0.0354,0.7783,60.5196,146.3465,280.3172,172.5797,199.105,109.2038
A242W194KA60G5N3P,PASS,0,D7,664016412.2,D7,0.5759,0.91,1.2046,0.4386,-0.0365,0.7796,60.1508,146.3647,280.3422,172.4546,198.8109,109.1601
A242W194KA60G5N3P,PASS,0,D7,664016498,D7,0.5759,0.9099,1.2049,0.4386,-0.0411,0.7795,60.4792,146.5504,280.5671,172.8141,199.1541,109.2725
5GAK2P4XV0132N69G,PASS,0,D7,664017051.8,D7,0.5764,0.9105,1.2051,0.4386,-0.0327,0.7765,61.3936,149.8075,279.193,176.6169,198.0512,108.7978
5GAK2P4XV0132N69G,PASS,0,D7,664017138.9,D7,0.5761,0.9101,1.2049,0.4385,-0.042,0.7781,61.4201,149.7411,279.0681,177.0935,198.186,108.7541
5GAK2P4XV0132N69G,PASS,0,D7,664017224,D7,0.5761,0.9098,1.2051,0.4384,-0.0298,0.7798,61.5415,149.4929,279.3429,176.9072,198.1002,108.8478
5GAK2P4XV0132N69G,PASS,0,D7,664017311.1,D7,0.576,0.9101,1.2053,0.4384,-0.0504,0.7788,61.3979,149.6725,278.8432,176.9088,198.1737,108.6417
5GAK2P4XV0132N69G,PASS,0,D7,664017397.7,D7,0.576,0.9102,1.2051,0.4384,-0.0206,0.778,61.3288,149.5594,279.4428,176.3655,198.0267,108.6979
K02P3G699562YB1N4,PASS,0,D7,664017948.8,D7,0.5766,0.9251,1.206,0.439,-0.0454,0.7788,61.1622,148.0047,275.8701,174.1255,197.0586,107.5237
K02P3G699562YB1N4,PASS,0,D7,664018035.3,D7,0.5763,0.925,1.2058,0.4388,-0.0357,0.7768,60.83,148.3041,275.3705,173.5864,196.4581,107.4612
K02P3G699562YB1N4,PASS,0,D7,664018121.4,D7,0.5763,0.9249,1.2057,0.4388,-0.0408,0.7784,61.1817,147.9285,275.9951,173.5355,196.8993,107.3238
K02P3G699562YB1N4,PASS,0,D7,664018379.4,D7,0.5763,0.9249,1.2057,0.4388,-0.0274,0.7788,60.7613,147.9933,275.8701,173.5059,196.3969,107.6048
K02P3G699562YB1N4,PASS,0,D7,664018465.3,D7,0.5762,0.9248,1.206,0.4388,-0.021,0.7768,61.2134,148.1243,275.7452,173.6021,197.0709,107.3925
9L9350C12KNP2G6F4,PASS,0,D7,664018933.2,D7,0.5767,0.914,1.2051,0.4395,-0.0202,0.7805,61.2588,148.6762,289.1115,175.8316,204.0557,112.0207
9L9350C12KNP2G6F4,PASS,0,D7,664019020,D7,0.5767,0.914,1.205,0.4394,-0.0461,0.7758,61.2881,148.664,288.9866,175.6977,204.264,112.0207
9L9350C12KNP2G6F4,PASS,0,D7,664019106.9,D7,0.5766,0.9137,1.205,0.4394,-0.0476,0.7787,61.13,148.4031,288.8117,174.3169,204.3988,112.0519
9L9350C12KNP2G6F4,PASS,0,D7,664019193.3,D7,0.5766,0.9138,1.2051,0.4394,-0.0458,0.777,61.4573,148.637,289.0865,175.6468,204.2885,111.9832
9L9350C12KNP2G6F4,PASS,0,D7,664019278.8,D7,0.5766,0.914,1.2052,0.4394,-0.0547,0.7783,60.7703,148.6358,289.1615,175.3741,203.6881,111.9645
369E41G025P9NKGD2,PASS,0,D7,664019746.3,D7,0.5765,0.9136,1.2044,0.4393,-0.0311,0.778,59.353,145.2545,283.5152,169.977,200.2324,109.5286
369E41G025P9NKGD2,PASS,0,D7,664019832.9,D7,0.5763,0.9134,1.2044,0.4391,-0.0419,0.7778,59.8381,145.0881,283.0655,169.9724,200.2692,109.3162
369E41G025P9NKGD2,PASS,0,D7,664019919.7,D7,0.5762,0.9133,1.2043,0.4391,-0.0379,0.778,59.3849,145.2301,283.0655,170.0471,199.9996,109.3162
369E41G025P9NKGD2,PASS,0,D7,664020005.9,D7,0.5762,0.9134,1.2045,0.439,-0.0384,0.777,59.5685,145.0295,283.4902,170.3971,200.2079,109.2101
369E41G025P9NKGD2,PASS,0,D7,664020091.7,D7,0.5762,0.9132,1.2043,0.4391,-0.0385,0.7771,59.6073,144.8991,283.3653,169.8778,200.4162,109.3037
9G0145KN3W6A22P59,PASS,0,D7,664020643.2,D7,0.5763,0.9094,1.2049,0.4385,-0.0597,0.78,60.7689,148.4345,282.6907,173.1718,201.0534,110.478
9G0145KN3W6A22P59,PASS,0,D7,664020730,D7,0.576,0.9094,1.2049,0.4384,-0.0446,0.7802,60.5231,147.847,282.8906,172.7492,200.3672,110.4093
9G0145KN3W6A22P59,PASS,0,D7,664020816.9,D7,0.576,0.9094,1.2049,0.4383,-0.0231,0.777,60.6951,147.9748,282.7906,173.0726,200.6368,110.2469
9G0145KN3W6A22P59,PASS,0,D7,664020902.3,D7,0.576,0.9092,1.2057,0.4383,-0.0332,0.777,60.8706,147.8097,282.6407,172.4915,200.6368,110.2219
9G0145KN3W6A22P59,PASS,0,D7,664020988.8,D7,0.576,0.9096,1.2049,0.4383,-0.0383,0.7774,60.7786,147.9116,283.1404,173.232,200.8451,110.453
NP23145D9GM0K629B,PASS,0,E8,664024820.2,E8,0.5776,0.9161,1.2122,0.4396,-0.0048,0.7773,62.2968,147.0641,295.4071,178.6783,216.5009,114.6753
NP23145D9GM0K629B,PASS,0,E8,664024906,E8,0.5774,0.9185,1.2123,0.4395,-0.0309,0.779,62.0259,146.876,295.5569,178.5537,216.3173,114.6191
NP23145D9GM0K629B,PASS,0,E8,664025079.6,E8,0.5774,0.9157,1.2132,0.4395,-0.0201,0.7787,61.9639,146.9952,295.8565,178.4884,216.2072,114.694
NP23145D9GM0K629B,PASS,0,E8,664025166.1,E8,0.5774,0.9184,1.2124,0.4395,-0.0334,0.7783,62.8556,147.7901,295.8065,179.1872,216.6478,114.513
NP23145D9GM0K629B,PASS,0,E8,664025253.1,E8,0.5774,0.9138,1.2126,0.4395,-0.0102,0.7777,62.046,146.697,295.9064,178.5616,216.3663,114.3944
6BAWG2193NK4523P0,PASS,0,E8,664025650.5,E8,0.5766,0.9087,1.2062,0.4386,-0.0123,0.7797,62.1821,145.6954,297.8536,178.9869,218.239,115.0622
6BAWG2193NK4523P0,PASS,0,E8,664025823.3,E8,0.5762,0.9082,1.2053,0.4384,-0.0057,0.7789,60.8302,145.5505,297.8037,178.4728,216.2194,115.1184
6BAWG2193NK4523P0,PASS,0,E8,664026083.9,E8,0.5762,0.9073,1.2092,0.4383,-0.032,0.7788,61.2156,145.6126,297.8287,178.3147,216.3296,115.1434
6BAWG2193NK4523P0,PASS,0,E8,664026257.5,E8,0.5762,0.9069,1.2099,0.4383,-0.0231,0.7783,61.1303,145.2993,297.9036,178.6695,216.6111,115.0934
3XN13294X0G59K6P2,PASS,0,E8,664026509.6,E8,0.5768,0.9151,1.2124,0.439,-0.021,0.779,62.2852,145.0086,281.8263,176.4842,207.9819,110.0194
3XN13294X0G59K6P2,PASS,0,E8,664026595.8,E8,0.5764,0.9157,1.2087,0.4388,-0.0399,0.7798,62.3681,145.0991,282.2507,176.3312,207.8105,109.8321
3XN13294X0G59K6P2,PASS,0,E8,664026770.3,E8,0.5764,0.9153,1.2098,0.4387,-0.0452,0.7775,62.8374,145.2908,281.8762,176.7643,207.8717,110.0506
3XN13294X0G59K6P2,PASS,0,E8,664026857.2,E8,0.5763,0.9175,1.2052,0.4387,-0.0181,0.7791,61.9271,144.4167,282.2257,176.0634,208.1777,109.9757
3XN13294X0G59K6P2,PASS,0,E8,664026944.1,E8,0.5763,0.9165,1.2063,0.4387,0.00082574,0.7776,62.0931,144.9014,282.4504,176.7493,207.578,110.0506
N1K552G49942603LP,PASS,0,E8,664027343.3,E8,0.5763,0.9184,1.2077,0.4387,-0.0052,0.7809,61.3883,145.3708,297.5541,177.1352,215.8155,114.6129
N1K552G49942603LP,PASS,0,E8,664027430.4,E8,0.5759,0.9216,1.2057,0.4385,-0.0022,0.7794,61.539,145.1111,297.2295,176.7508,215.9012,114.6503
N1K552G49942603LP,PASS,0,E8,664027516.8,E8,0.5759,0.9321,1.2056,0.4385,-0.0138,0.7759,61.4737,145.1219,297.3793,177.1965,216.146,114.7876
N1K552G49942603LP,PASS,0,E8,664027604,E8,0.5759,0.9441,1.2071,0.4385,-0.0184,0.778,61.4786,145.0896,297.5041,176.7134,216.6478,114.6815
N1K552G49942603LP,PASS,0,E8,664027690.7,E8,0.5759,0.9197,1.2122,0.4385,-0.0353,0.7787,61.5119,145.3177,297.4542,177.011,216.2439,114.7065
722NA57GP0936WK14,PASS,0,E8,664028174,E8,0.5762,0.9243,1.2047,0.4386,-0.0038,0.7803,61.4784,145.0762,289.5154,177.0441,212.4985,112.5033
722NA57GP0936WK14,PASS,0,E8,664028260.7,E8,0.5758,0.9094,1.205,0.4385,-0.0124,0.7803,61.2671,145.5228,289.79,177.3772,212.2169,112.6719
722NA57GP0936WK14,PASS,0,E8,664028347.5,E8,0.5758,0.915,1.2046,0.4384,-0.0271,0.7778,61.8386,145.6911,290.0647,176.3993,212.8167,112.4846
722NA57GP0936WK14,PASS,0,E8,664028434.3,E8,0.5758,0.9101,1.205,0.4384,-0.022,0.7787,61.4505,145.6977,289.8649,176.8673,212.2414,112.416
722NA57GP0936WK14,PASS,0,E8,664028606.7,E8,0.5758,0.9077,1.2047,0.4384,-0.0287,0.7787,61.5864,146.1604,289.6153,176.9895,212.4005,112.8466
A9224BPW1NG3K5630,PASS,0,E8,664029006.9,E8,0.576,0.9128,1.205,0.4385,-0.0242,0.7792,61.5642,146.3662,290.3393,178.3731,211.7273,112.5782
A9224BPW1NG3K5630,PASS,0,E8,664029092.8,E8,0.5757,0.9095,1.2052,0.4384,-0.0193,0.7792,61.9009,146.5163,290.3143,178.8356,211.6294,112.6594
A9224BPW1NG3K5630,PASS,0,E8,664029180.4,E8,0.5757,0.9092,1.2047,0.4383,-0.0082,0.7797,61.5275,146,290.7637,178.4367,211.8253,113.0089
A9224BPW1NG3K5630,PASS,0,E8,664029266.5,E8,0.5756,0.9093,1.2042,0.4383,-0.032,0.7789,61.5174,146.1546,290.1895,178.2637,212.0578,112.6094
A9224BPW1NG3K5630,PASS,0,E8,664029439.8,E8,0.5756,0.9085,1.2037,0.4383,-0.0081,0.7776,61.3914,145.8563,290.0647,178.1122,211.6417,112.6094
92065DGNW932P142K,PASS,0,E8,664029923.7,E8,0.577,0.9225,1.2108,0.439,-0.0145,0.7797,61.9403,144.9994,289.9398,176.7692,212.0945,112.7093
92065DGNW932P142K,PASS,0,E8,664030010.3,E8,0.5767,0.92,1.2111,0.4389,-0.0231,0.7772,61.6195,145.2137,288.1174,175.6701,211.7763,112.6656
92065DGNW932P142K,PASS,0,E8,664030096.9,E8,0.5766,0.9203,1.2063,0.4388,-0.0072,0.7781,61.9826,145.2828,289.5404,176.8869,212.1435,112.5033
92065DGNW932P142K,PASS,0,E8,664030183,E8,0.5766,0.9191,1.2133,0.4388,-0.0373,0.7794,61.9088,144.5941,289.815,176.3133,211.9109,112.6594
92065DGNW932P142K,PASS,0,E8,664030269.7,E8,0.5766,0.925,1.2056,0.4388,-0.0353,0.7794,62.0327,145.2592,289.8649,176.3383,212.1313,112.4472
453NPK269GVA210VN,PASS,0,E8,664031134.2,E8,0.5775,0.9132,1.2068,0.4394,-0.005,0.7821,61.1788,144.4997,287.9926,176.489,210.0749,111.3487
453NPK269GVA210VN,PASS,0,E8,664031221,E8,0.5766,0.9186,1.2083,0.4387,0.0018,0.7791,61.3162,144.2223,287.6431,175.8431,210.0749,110.8432
453NPK269GVA210VN,PASS,0,E8,664031308.4,E8,0.5764,0.9108,1.2055,0.4386,-0.0217,0.7781,60.7696,144.0422,287.668,175.7607,209.7812,111.0679
453NPK269GVA210VN,PASS,0,E8,664031395.1,E8,0.5763,0.9164,1.2046,0.4385,-0.0306,0.7808,61.1196,143.9684,287.5183,175.7058,209.9403,110.812
453NPK269GVA210VN,PASS,0,E8,664031480.8,E8,0.5763,0.9168,1.2052,0.4385,-0.037,0.7786,61.2353,143.9763,287.3435,176.098,209.8179,111.1677
6BAWG2193NK4523P0,PASS,0,E8,664114178.7,E8,0.5774,0.9107,1.2108,0.4395,-0.0101,0.7801,61.5305,146.1421,298.303,179.1446,217.9453,115.393
2DAGKN59210143WP6,PASS,0,F4,664014371,F4,0.5763,0.9089,1.2188,0.4382,-0.0496,0.7785,57.7252,146.3412,288.0553,174.6476,194.6933,108.7191
2DAGKN59210143WP6,PASS,0,F4,664014457.5,F4,0.5763,0.9098,1.2179,0.4383,-0.0385,0.778,57.6018,146.4512,287.8548,174.6073,194.4968,108.8507
2DAGKN59210143WP6,PASS,0,F4,664014543.1,F4,0.5763,0.9101,1.2188,0.4383,-0.0506,0.7787,57.6156,146.5205,288.381,174.9994,194.8162,108.8945
2DAGKN59210143WP6,PASS,0,F4,664014629.3,F4,0.5763,0.9093,1.2154,0.4383,-0.0394,0.7774,57.7443,146.3275,287.93,174.9281,194.2879,108.8507
2DAGKN59210143WP6,PASS,0,F4,664014715.8,F4,0.5763,0.9089,1.2162,0.4383,-0.0422,0.777,57.6397,146.478,288.1555,174.7611,194.6319,108.6941
6293UN0G952BKP41A,PASS,0,F4,664015271.9,F4,0.5767,0.9262,1.2192,0.4388,-0.0488,0.7798,58.8795,148.3724,290.5106,177.663,195.7254,109.4833
6293UN0G952BKP41A,PASS,0,F4,664015358.5,F4,0.5766,0.9255,1.2148,0.4387,-0.0545,0.7768,59.1342,148.5497,290.0847,177.0455,195.7869,109.6837
6293UN0G952BKP41A,PASS,0,F4,664015445.3,F4,0.5766,0.9261,1.2196,0.4387,-0.0532,0.7791,58.8796,148.2885,290.2601,177.438,195.75,109.596
6293UN0G952BKP41A,PASS,0,F4,664015531.5,F4,0.5765,0.9255,1.2144,0.4387,-0.0621,0.779,58.9945,148.2893,289.8592,177.2017,195.6517,109.5773
6293UN0G952BKP41A,PASS,0,F4,664015618,F4,0.5765,0.9254,1.2176,0.4387,-0.063,0.7769,58.8466,148.6529,290.2851,177.3393,195.7623,109.3831
Z652P1K4D9NZ23G09,PASS,0,F4,664016172.5,F4,0.5767,0.9243,1.2193,0.4388,-0.0578,0.7801,57.6966,146.073,292.064,173.2863,197.8633,110.473
Z652P1K4D9NZ23G09,PASS,0,F4,664016259.4,F4,0.5765,0.9248,1.2146,0.4387,-0.0547,0.7796,57.4505,145.5606,292.4649,173.4755,197.7404,110.6483
Z652P1K4D9NZ23G09,PASS,0,F4,664016346.3,F4,0.5765,0.9243,1.214,0.4387,-0.0481,0.7775,57.6863,146.0702,292.5651,173.4391,197.7527,110.6045
Z652P1K4D9NZ23G09,PASS,0,F4,664016433.4,F4,0.5766,0.9235,1.2145,0.4387,-0.0731,0.7799,57.8932,146.1075,292.4649,173.4863,197.7896,110.3665
Z652P1K4D9NZ23G09,PASS,0,F4,664016519.5,F4,0.5765,0.9235,1.2198,0.4387,-0.0492,0.7784,57.4588,145.9378,292.6152,173.446,197.9984,110.5419
5214KGYKV2A096P3N,PASS,0,F4,664017073.7,F4,0.5764,0.9102,1.2161,0.4382,-0.0658,0.7797,57.6921,146.7279,287.4539,175.1252,194.8899,108.8131
5214KGYKV2A096P3N,PASS,0,F4,664017160.4,F4,0.5762,0.9085,1.2188,0.4381,-0.0553,0.7789,57.9034,146.455,287.93,175.6401,194.9759,109.2641
5214KGYKV2A096P3N,PASS,0,F4,664017246,F4,0.5762,0.9085,1.2175,0.4381,-0.053,0.7803,57.8292,146.5164,287.8047,175.5767,194.7548,109.12
5214KGYKV2A096P3N,PASS,0,F4,664017332.9,F4,0.5762,0.909,1.2185,0.4381,-0.0625,0.7784,57.8601,146.5548,287.8799,175.4951,194.6565,109.4207
5214KGYKV2A096P3N,PASS,0,F4,664017419.9,F4,0.5762,0.9087,1.2174,0.4381,-0.0597,0.7775,57.9619,146.6296,287.9801,175.6352,194.5336,109.3455
K65P3GW2N2C4910A2,PASS,0,F4,664017970.5,F4,0.5763,0.9099,1.2166,0.4381,-0.0655,0.7785,57.7253,146.3274,289.7339,175.3266,194.2756,109.3079
K65P3GW2N2C4910A2,PASS,0,F4,664018057.5,F4,0.5762,0.9093,1.219,0.4381,-0.0662,0.7797,57.5263,146.1899,289.3581,174.8634,194.3247,109.0887
K65P3GW2N2C4910A2,PASS,0,F4,664018143.6,F4,0.5761,0.9096,1.2161,0.4381,-0.0805,0.778,57.5372,146.3949,288.3559,174.3756,194.251,108.9634
K65P3GW2N2C4910A2,PASS,0,F4,664018229.1,F4,0.5762,0.9086,1.2192,0.4381,-0.0595,0.7799,57.1456,145.9791,289.0825,174.1171,194.1527,108.9446
K65P3GW2N2C4910A2,PASS,0,F4,664018315.6,F4,0.5761,0.9096,1.2195,0.4381,-0.0498,0.778,57.3401,146.2137,289.5335,174.939,194.251,109.4207
ZCG5AN90XP3614K22,PASS,0,F4,664018867.7,F4,0.5764,0.9109,1.2169,0.4382,-0.0357,0.7788,58.1794,147.9934,284.8232,177.3678,192.1132,108.0489
ZCG5AN90XP3614K22,PASS,0,F4,664018954.9,F4,0.5763,0.9102,1.2162,0.4381,-0.0612,0.7788,58.7057,147.867,284.5726,177.0888,192.2483,108.3496
ZCG5AN90XP3614K22,PASS,0,F4,664019041.7,F4,0.5763,0.9109,1.2162,0.4381,-0.0345,0.7774,58.7165,148.5062,284.6729,177.5491,192.15,108.0426
ZCG5AN90XP3614K22,PASS,0,F4,664019128.7,F4,0.5763,0.9092,1.2186,0.4381,-0.0535,0.7807,58.5441,148.3555,285.1489,177.5634,192.1132,108.0928
ZCG5AN90XP3614K22,PASS,0,F4,664019300.6,F4,0.5763,0.9103,1.2164,0.4381,-0.0376,0.7782,58.3415,151.0284,285.3493,178.9841,191.978,108.218
P903K46G09125DY2N,PASS,0,F4,664019767.7,F4,0.5764,0.9227,1.2191,0.4385,-0.0457,0.7802,57.9155,146.3195,290.3352,174.5082,196.2169,109.9531
P903K46G09125DY2N,PASS,0,F4,664019855.1,F4,0.5763,0.9225,1.2178,0.4385,-0.0604,0.7794,58.3862,146.6379,290.9366,175.383,196.0449,109.9218
P903K46G09125DY2N,PASS,0,F4,664019941.4,F4,0.5763,0.9222,1.2183,0.4385,-0.0588,0.7787,58.1188,146.6456,291.3876,175.0848,195.8483,109.9844
P903K46G09125DY2N,PASS,0,F4,664020026.9,F4,0.5762,0.9228,1.2197,0.4385,-0.0504,0.7781,57.961,145.9538,290.9366,174.9355,195.5288,110.1974
P903K46G09125DY2N,PASS,0,F4,664020113.7,F4,0.5762,0.9223,1.2136,0.4384,-0.0212,0.7762,57.7158,146.7396,291.3876,175.5756,196.0203,110.0094
2P62N9AG45301XVKL,PASS,0,F4,664020665.2,F4,0.5764,0.9093,1.2164,0.4381,-0.0487,0.7775,57.8283,145.6743,288.6315,175.4775,195.234,109.4395
2P62N9AG45301XVKL,PASS,0,F4,664020751.5,F4,0.5763,0.9093,1.2194,0.4381,-0.0608,0.7771,57.0451,145.3742,288.381,174.413,194.8408,109.69
2P62N9AG45301XVKL,PASS,0,F4,664020838.5,F4,0.5763,0.9093,1.2137,0.4381,-0.0348,0.7775,57.4857,145.9261,288.7317,175.2918,194.5336,109.4332
2P62N9AG45301XVKL,PASS,0,F4,664020923.8,F4,0.5763,0.9094,1.2153,0.4381,-0.046,0.7787,57.4065,145.8977,288.6566,175.2972,194.337,109.1513
2P62N9AG45301XVKL,PASS,0,F4,664021010.2,F4,0.5763,0.91,1.2152,0.4381,-0.0634,0.7783,57.3089,145.8424,288.857,175.338,194.8162,109.4395
65QK31NP4ATG09252,PASS,0,H3,664014393.2,H3,0.5777,0.9115,1.2131,0.4403,-0.0553,0.7776,58.4992,144.1487,277.08,167.6035,193.7066,106.3316
65QK31NP4ATG09252,PASS,0,H3,664014478.8,H3,0.5773,0.9146,1.2131,0.44,-0.0773,0.7778,58.6646,144.0169,277.2551,167.7354,193.6085,106.1877
65QK31NP4ATG09252,PASS,0,H3,664014565.1,H3,0.5772,0.9156,1.2125,0.4399,-0.0628,0.7764,58.3273,143.5734,276.9799,167.1073,193.6944,106.0001
65QK31NP4ATG09252,PASS,0,H3,664014650.7,H3,0.5771,0.9145,1.213,0.4398,-0.0522,0.7777,58.5599,143.521,276.8798,167.0677,193.7066,105.9688
65QK31NP4ATG09252,PASS,0,H3,664014737.8,H3,0.5771,0.9166,1.2094,0.4398,-0.0417,0.7787,58.3965,143.5023,276.6297,166.6139,193.4245,106.0689
K25Y214G9003PAN68,PASS,0,H3,664015293.9,H3,0.5764,0.9134,1.2075,0.4387,-0.0496,0.7784,60.2219,149.4509,281.8581,172.6755,194.8353,107.5448
K25Y214G9003PAN68,PASS,0,H3,664015380.5,H3,0.5762,0.9165,1.2114,0.4386,-0.0631,0.7777,60.241,149.704,282.0082,172.6592,194.7003,107.3322
K25Y214G9003PAN68,PASS,0,H3,664015467.1,H3,0.5762,0.9152,1.2113,0.4386,-0.0756,0.779,60.7424,149.6127,281.8581,173.3995,194.823,107.351
K25Y214G9003PAN68,PASS,0,H3,664015552.9,H3,0.5762,0.9178,1.2116,0.4386,-0.0613,0.7772,60.4344,149.5876,282.2083,172.9791,195.007,107.2697
K25Y214G9003PAN68,PASS,0,H3,664015639.5,H3,0.5762,0.9184,1.2116,0.4386,-0.0444,0.7769,60.5994,149.3247,281.5078,172.8954,194.8353,107.2759
VK30P2DA429514N6G,PASS,0,H3,664016195.1,H3,0.5783,0.9155,1.2101,0.4406,-0.046,0.7773,59.8676,146.5417,277.9055,172.0147,193.4122,106.244
VK30P2DA429514N6G,PASS,0,H3,664016281.6,H3,0.5781,0.9113,1.2145,0.4405,-0.0635,0.7769,59.4093,146.8891,277.7054,171.7479,193.081,106.1752
VK30P2DA429514N6G,PASS,0,H3,664016368.1,H3,0.5781,0.9136,1.2143,0.4405,-0.0636,0.7782,59.7391,147.1262,277.9305,171.5326,193.1668,105.9188
